gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,firstPick,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,void_grubs,opp_void_grubs,firstbaron,barons,opp_barons,atakhans,opp_atakhans,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,damagetotowers,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,gpr,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
LOLTMNT01_323365,complete,,ROL,2026,Winter,0,2026-01-20 18:05:36,1,16.01,8,Red,mid,Dolis,oe:player:e2f9edd5426e9ad64536d3086ffacb6,ZennIT,oe:team:79fc65ce199f2e4fe97e277bdef6695,0,Viktor,Jayce,Orianna,Rumble,Kennen,Akali,,,,,,2045,0,2,6,5,12,26,0,0,0,0,0,0,0,0,0.3521,1.1149,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,29003,850.9438,0.282372,647.7653,594.9242,2225,17,0.4988,5,0.1467,6,41,1.2029,12573,8126,238.4156,0.201578,11800,,,266,266,0,,,7.8044,3577,4629,86,3705,4720,93,-128,-91,-7,1,0,1,1,0,0,5407,7759,142,5856,8044,162,-449,-285,-20,1,1,1,1,0,0,7416,10725,184,7625,10117,196,-209,608,-12,1,4,1,2,1,0,8947,12954,214,9726,12466,248,-779,488,-34,1,5,2,3,2,0
LOLTMNT01_323365,complete,,ROL,2026,Winter,0,2026-01-20 18:05:36,1,16.01,9,Red,bot,Jamie,oe:player:282a82702dfe9e5d21a45e7753cb925,ZennIT,oe:team:79fc65ce199f2e4fe97e277bdef6695,0,Caitlyn,Jayce,Orianna,Rumble,Kennen,Akali,,,,,,2045,0,4,5,2,12,26,1,0,0,0,0,0,0,0,0.3521,1.1149,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,30027,880.9878,0.292342,609.4768,386.0831,4515,9,0.2641,10,0.2934,1,33,0.9682,17099,12652,371.2078,0.313858,15975,,,328,320,8,,,9.6235,3474,3917,89,4428,3967,93,-954,-50,-4,0,1,1,2,1,0,5960,6099,137,7809,6594,152,-1849,-495,-15,0,1,2,4,1,0,8362,8913,202,10492,9066,208,-2130,-153,-6,0,1,2,5,2,0,12996,13026,262,12604,11121,260,392,1905,2,3,2,2,6,2,1
LOLTMNT01_323365,complete,,ROL,2026,Winter,0,2026-01-20 18:05:36,1,16.01,10,Red,sup,Sïgma,oe:player:391d9fced43f3669f7028189f1b7550,ZennIT,oe:team:79fc65ce199f2e4fe97e277bdef6695,0,Nautilus,Jayce,Orianna,Rumble,Kennen,Akali,,,,,,2045,0,1,9,4,12,26,0,0,0,0,0,0,0,1,0.3521,1.1149,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,6319,185.3985,0.0615215,782.8166,1104.9682,0,41,1.2029,13,0.3814,5,100,2.9340,8094,3647,107.0024,0.0904639,8075,,,31,31,0,,,0.9095,2297,2284,17,2621,2358,13,-324,-74,4,0,1,2,0,3,0,3386,3160,24,4173,4302,27,-787,-1142,-3,0,1,3,0,5,0,4859,4184,26,5172,5342,27,-313,-1158,-1,1,2,4,0,6,1,6083,6150,28,6439,6864,29,-356,-714,-1,1,3,5,0,7,2
LOLTMNT01_323365,complete,,ROL,2026,Winter,0,2026-01-20 18:05:36,1,16.01,100,Blue,team,,,Frites Esports Club,oe:team:212dd2998c5f8775a2a8c77be62c049,1,,Malphite,Bel'Veth,Zed,Varus,Aphelios,Azir,Yunara,Xin Zhao,Karma,K'Sante,2045,1,26,12,54,26,12,2,0,0,0,1,,,,0.7628,1.1149,1,5,0,4,0,1,0,1,2,0,0,,1,0,1,1,0,1,2,0,1,1,0,0,0,11,4,0,1,45,26,3,0,123003,3608.8900,,4403.6186,4311.4621,38757,134,3.9315,45,1.3203,48,330,9.6822,72319,50082,1469.3985,,66105,0.110919,2.17,,944,264,,,35.4425,17899,20371,360,15907,19727,344,1992,644,16,4,6,1,1,3,4,28738,34155,586,25974,32200,542,2764,1955,44,7,10,3,3,5,7,37788,44873,751,35426,43670,702,2362,1203,49,9,15,6,6,12,9,46317,56121,925,47559,60897,887,-1242,-4776,38,11,18,10,10,21,11
LOLTMNT01_323365,complete,,ROL,2026,Winter,0,2026-01-20 18:05:36,1,16.01,200,Red,team,,,ZennIT,oe:team:79fc65ce199f2e4fe97e277bdef6695,0,,Jayce,Orianna,Rumble,Kennen,Akali,Viktor,Sejuani,Jax,Caitlyn,Nautilus,2045,0,12,26,23,12,26,1,0,0,0,0,,,,0.3521,1.1149,0,0,5,0,4,0,0,0,0,0,0,,0,1,0,0,1,2,1,1,1,1,0,0,1,4,11,1,0,26,45,0,3,102712,3013.5550,,4225.0269,4821.5941,29333,97,2.8460,43,1.2616,25,274,8.0391,62547,40310,1182.6895,,59158,-0.110919,-2.17,,891,171,,,31.1589,15907,19727,344,17899,20371,360,-1992,-644,-16,1,3,4,4,6,1,25974,32200,542,28738,34155,586,-2764,-1955,-44,3,5,7,7,10,3,35426,43670,702,37788,44873,751,-2362,-1203,-49,6,12,9,9,15,6,47559,60897,887,46317,56121,925,1242,4776,-38,10,21,11,11,18,10
LOLTMNT06_163474,complete,,AL,2026,Winter,0,2026-01-20 18:40:10,1,16.01,1,Blue,top,Krest,oe:player:1248f66f5deaed68c5260e7e2c7bfeb,FN Esports,oe:team:402e5fe9cbc5ebb9548e90fa7ffbf87,1,Aatrox,Wukong,Orianna,Jayce,Jarvan IV,Xin Zhao,,,,,,1531,0,0,6,0,4,21,0,0,0,0,0,0,0,0,0.1568,0.9798,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,14111,553.0111,0.231978,1306.6754,906.6231,3443,8,0.3135,5,0.1960,3,30,1.1757,8177,4778,187.2502,0.170127,7325,,,201,201,0,,,7.8772,3279,4684,77,3849,5367,90,-570,-683,-13,0,0,1,1,0,0,4763,7719,120,6414,9818,144,-1651,-2099,-24,0,0,2,2,0,0,6119,9847,158,10013,13211,195,-3894,-3364,-37,0,0,4,5,2,0,8108,12323,201,13400,16988,229,-5292,-4665,-28,0,0,6,10,6,0
LOLTMNT06_163474,complete,,AL,2026,Winter,0,2026-01-20 18:40:10,1,16.01,2,Blue,jng,Stormax,oe:player:9bfbc1a85ea2cd4841d627f76a12704,FN Esports,oe:team:402e5fe9cbc5ebb9548e90fa7ffbf87,1,Ambessa,Wukong,Orianna,Jayce,Jarvan IV,Xin Zhao,,,,,,1531,0,1,4,1,4,21,0,0,0,0,0,0,0,0,0.1568,0.9798,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,8150,319.3991,0.133982,741.5545,651.0255,696,3,0.1176,11,0.4311,2,36,1.4108,8501,5102,199.9477,0.181663,8200,,,163,11,152,,,6.3880,3642,4522,89,3424,4107,79,218,415,10,0,0,0,0,0,0,5182,6340,120,5671,6534,118,-489,-194,2,0,1,1,1,0,0,6623,8344,150,8163,9244,148,-1540,-900,2,0,1,2,1,4,0,8438,10106,163,10884,13386,177,-2446,-3280,-14,1,1,4,3,11,0
LOLTMNT06_163474,complete,,AL,2026,Winter,0,2026-01-20 18:40:10,1,16.01,3,Blue,mid,Random,oe:player:64663f4646781c9c0110838b905daa2,FN Esports,oe:team:402e5fe9cbc5ebb9548e90fa7ffbf87,1,Ryze,Wukong,Orianna,Jayce,Jarvan IV,Xin Zhao,,,,,,1531,0,2,2,1,4,21,0,0,0,0,0,0,0,0,0.1568,0.9798,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,16526,647.6551,0.27168,658.1973,488.7786,7026,10,0.3919,3,0.1176,0,25,0.9798,10620,7221,282.9915,0.257111,9550,,,280,280,0,,,10.9732,3747,5375,108,3493,5149,93,254,226,15,0,0,0,0,0,0,5829,7899,159,5117,7631,136,712,268,23,1,0,0,0,1,1,7950,11017,224,7531,10721,188,419,296,36,1,0,1,1,4,1,10556,14116,280,10367,14118,232,189,-2,48,2,1,2,3,5,3
LOLTMNT06_163474,complete,,AL,2026,Winter,0,2026-01-20 18:40:10,1,16.01,4,Blue,bot,Xicor,oe:player:72f8810468816d80ddeaf9a547ae7f5,FN Esports,oe:team:402e5fe9cbc5ebb9548e90fa7ffbf87,1,Sivir,Wukong,Orianna,Jayce,Jarvan IV,Xin Zhao,,,,,,1531,0,1,5,1,4,21,0,0,0,0,1,1,0,0,0.1568,0.9798,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,0,1,18303,717.2959,0.300893,644.1672,361.7636,3646,10,0.3919,12,0.4703,1,34,1.3325,11496,8097,317.3220,0.288301,11475,,,274,248,26,,,10.7381,3711,3441,86,3388,3519,75,323,-78,11,1,0,1,1,0,0,6617,6295,140,5606,6011,131,1011,284,9,1,1,1,1,0,0,9107,8839,210,9039,8513,183,68,326,27,1,1,2,4,2,0,11433,11261,274,12476,12533,229,-1043,-1272,45,1,1,5,5,10,0
LOLTMNT06_163474,complete,,AL,2026,Winter,0,2026-01-20 18:40:10,1,16.01,5,Blue,sup,B Butcher,oe:player:f9c3db5fdf2c5fb45f552127922d105,FN Esports,oe:team:402e5fe9cbc5ebb9548e90fa7ffbf87,1,Nautilus,Wukong,Orianna,Jayce,Jarvan IV,Xin Zhao,,,,,,1531,0,0,4,3,4,21,0,0,0,0,1,0,1,0,0.1568,0.9798,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,3739,146.5317,0.0614674,493.7165,671.2084,0,38,1.4892,10,0.3919,7,99,3.8798,6286,2887,113.1417,0.102798,5885,,,31,31,0,,,1.2149,2526,2692,17,2345,2594,14,181,98,3,0,1,0,0,1,1,3709,3777,25,3563,3976,24,146,-199,1,0,2,0,0,2,1,4681,4637,26,5266,6327,30,-585,-1690,-4,0,2,2,0,7,1,6195,6297,31,7022,8562,32,-827,-2265,-1,0,3,4,0,14,1
LOLTMNT06_163474,complete,,AL,2026,Winter,0,2026-01-20 18:40:10,1,16.01,6,Red,top,Juzu,oe:player:a61da83af5e3738845fa6dd56e1d41a,Dragons Esports,oe:team:7f7029733ab4c308a8207fb80714b5f,0,Renekton,Caitlyn,Rumble,Neeko,Bard,Lulu,,,,,,1531,1,10,0,6,21,4,3,1,0,0,0,0,0,0,0.8230,0.9798,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,28435,1114.3697,0.363011,1269.0529,1186.7538,18358,13,0.5095,3,0.1176,2,40,1.5676,13811,10412,408.0470,0.268149,12200,,,234,234,0,,,9.1705,3849,5367,90,3279,4684,77,570,683,13,1,0,0,0,0,1,6414,9818,144,4763,7719,120,1651,2099,24,2,0,0,0,0,2,10013,13211,195,6119,9847,158,3894,3364,37,5,2,0,0,0,4,13400,16988,229,8108,12323,201,5292,4665,28,10,6,0,0,0,6
LOLTMNT06_163474,complete,,AL,2026,Winter,0,2026-01-20 18:40:10,1,16.01,7,Red,jng,Shlatan,oe:player:e041923a70bcde3b24d608958f8edc8,Dragons Esports,oe:team:7f7029733ab4c308a8207fb80714b5f,0,Pantheon,Caitlyn,Rumble,Neeko,Bard,Lulu,,,,,,1531,1,3,0,11,21,4,0,0,0,0,0,0,0,0,0.8230,0.9798,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,13962,547.1718,0.178244,764.6767,600.4311,3633,11,0.4311,4,0.1568,5,45,1.7636,11129,7730,302.9393,0.199078,10125,,,182,27,155,,,7.1326,3424,4107,79,3642,4522,89,-218,-415,-10,0,0,0,0,0,0,5671,6534,118,5182,6340,120,489,194,-2,1,0,0,0,1,1,8163,9244,148,6623,8344,150,1540,900,-2,1,4,0,0,1,2,10884,13386,177,8438,10106,163,2446,3280,14,3,11,0,1,1,4
LOLTMNT06_163474,complete,,AL,2026,Winter,0,2026-01-20 18:40:10,1,16.01,8,Red,mid,Akashi,oe:player:8bbea3eed9dfaa55f877e34297b08ab,Dragons Esports,oe:team:7f7029733ab4c308a8207fb80714b5f,0,Azir,Caitlyn,Rumble,Neeko,Bard,Lulu,,,,,,1531,1,3,3,5,21,4,1,0,0,0,0,0,0,0,0.8230,0.9798,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,13344,522.9523,0.170354,580.6009,384.4546,6996,12,0.4703,2,0.0784,4,23,0.9014,10718,7319,286.8321,0.188493,9350,,,240,238,2,,,9.4056,3493,5149,93,3747,5375,108,-254,-226,-15,0,0,0,0,0,0,5117,7631,136,5829,7899,159,-712,-268,-23,0,1,1,1,0,0,7531,10721,188,7950,11017,224,-419,-296,-36,1,4,1,1,0,1,10367,14118,232,10556,14116,280,-189,2,-48,3,5,3,2,1,2
LOLTMNT06_163474,complete,,AL,2026,Winter,0,2026-01-20 18:40:10,1,16.01,9,Red,bot,Jalleba,oe:player:bded911bd14cf5014849c923fce2a08,Dragons Esports,oe:team:7f7029733ab4c308a8207fb80714b5f,0,Varus,Caitlyn,Rumble,Neeko,Bard,Lulu,,,,,,1531,1,5,0,10,21,4,1,0,0,0,0,0,0,0,0.8230,0.9798,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,1,0,19090,748.1385,0.243709,271.0385,158.2103,9075,11,0.4311,8,0.3135,2,22,0.8622,12953,9554,374.4219,0.246052,11300,,,238,232,6,,,9.3272,3388,3519,75,3711,3441,86,-323,78,-11,1,0,0,1,0,1,5606,6011,131,6617,6295,140,-1011,-284,-9,1,0,0,1,1,1,9039,8513,183,9107,8839,210,-68,-326,-27,4,2,0,1,1,2,12476,12533,229,11433,11261,274,1043,1272,-45,5,10,0,1,1,5
LOLTMNT06_163474,complete,,AL,2026,Winter,0,2026-01-20 18:40:10,1,16.01,10,Red,sup,IHEBIC,oe:player:3360bddfd5a9895c2444f9b5a290bf3,Dragons Esports,oe:team:7f7029733ab4c308a8207fb80714b5f,0,Alistar,Caitlyn,Rumble,Neeko,Bard,Lulu,,,,,,1531,1,0,1,14,21,4,0,0,0,0,0,0,0,1,0.8230,0.9798,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,3500,137.1653,0.0446822,564.1019,633.4291,1140,48,1.8811,9,0.3527,13,93,3.6447,7213,3814,149.4709,0.0982276,6065,,,32,32,0,,,1.2541,2345,2594,14,2526,2692,17,-181,-98,-3,0,1,1,0,1,0,3563,3976,24,3709,3777,25,-146,199,-1,0,2,1,0,2,0,5266,6327,30,4681,4637,26,585,1690,4,0,7,1,0,2,2,7022,8562,32,6195,6297,31,827,2265,1,0,14,1,0,3,4
LOLTMNT06_163474,complete,,AL,2026,Winter,0,2026-01-20 18:40:10,1,16.01,100,Blue,team,,,FN Esports,oe:team:402e5fe9cbc5ebb9548e90fa7ffbf87,1,,Wukong,Orianna,Jayce,Jarvan IV,Xin Zhao,Ambessa,Sivir,Ryze,Nautilus,Aatrox,1531,0,4,21,6,4,21,0,0,0,0,1,,,,0.1568,0.9798,1,2,2,2,2,0,1,0,0,0,1,,0,0,0,0,1,0,3,0,0,1,0,0,0,2,9,0,0,15,39,0,1,60829,2383.8929,,3844.3109,3079.3991,14811,69,2.7041,41,1.6068,13,224,8.7786,45080,28086,1100.6924,,42435,-0.144411,-1.17,,771,178,,,37.1914,16905,20714,377,16499,20736,351,406,-22,26,1,1,2,2,1,1,26100,32030,564,26371,33970,553,-271,-1940,11,2,4,4,4,3,2,34480,42684,768,40012,48016,744,-5532,-5332,24,2,4,11,11,19,2,44730,54103,949,54149,65587,899,-9419,-11484,50,4,6,21,21,46,4
LOLTMNT06_163474,complete,,AL,2026,Winter,0,2026-01-20 18:40:10,1,16.01,200,Red,team,,,Dragons Esports,oe:team:7f7029733ab4c308a8207fb80714b5f,0,,Caitlyn,Rumble,Neeko,Bard,Lulu,Varus,Azir,Alistar,Pantheon,Renekton,1531,1,21,4,46,21,4,5,1,0,0,0,,,,0.8230,0.9798,0,2,2,2,2,0,0,0,0,2,0,,0,0,1,1,0,3,0,1,1,0,0,0,1,9,2,1,1,39,15,1,0,78331,3069.7975,,3449.4709,2963.2789,39202,95,3.7231,26,1.0189,26,223,8.7394,55824,38830,1521.7505,,49040,0.144411,1.17,,763,163,,,36.2900,16499,20736,351,16905,20714,377,-406,22,-26,2,1,1,1,1,2,26371,33970,553,26100,32030,564,271,1940,-11,4,3,2,2,4,4,40012,48016,744,34480,42684,768,5532,5332,-24,11,19,2,2,4,11,54149,65587,899,44730,54103,949,9419,11484,-50,21,46,4,4,6,21
LOLTMNT01_323370,complete,,ROL,2026,Winter,0,2026-01-20 19:02:49,2,16.01,1,Blue,top,NuQ,oe:player:ec596621f8c01e1b79c177346b4a158,Frites Esports Club,oe:team:212dd2998c5f8775a2a8c77be62c049,1,Renekton,Bel'Veth,Zed,Malphite,Ezreal,Corki,,,,,,1908,1,7,4,6,30,16,1,0,0,0,0,0,0,0,0.9434,1.4465,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,22746,715.2830,0.223434,1040.6604,1096.5723,10651,9,0.2830,2,0.0629,2,27,0.8491,13477,9309,292.7358,0.182287,12650,,,243,243,0,,,7.6415,3876,5301,90,3091,5007,79,785,294,11,1,0,0,0,0,1,6648,9593,145,4399,7582,117,2249,2011,28,4,0,0,0,0,3,8583,12040,186,7006,11065,159,1577,975,27,4,2,2,1,1,3,10658,15047,213,8991,14422,218,1667,625,-5,6,2,2,1,2,3
LOLTMNT01_323370,complete,,ROL,2026,Winter,0,2026-01-20 19:02:49,2,16.01,2,Blue,jng,Cboi,oe:player:702efc23873d774e479682ef680d911,Frites Esports Club,oe:team:212dd2998c5f8775a2a8c77be62c049,1,Jarvan IV,Bel'Veth,Zed,Malphite,Ezreal,Corki,,,,,,1908,1,1,3,20,30,16,0,0,0,0,1,0,1,0,0.9434,1.4465,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,0,0,17237,542.0440,0.169319,892.9560,1174.1824,1730,13,0.4088,11,0.3459,8,59,1.8553,13020,8852,278.3648,0.173338,11500,,,206,14,192,,,6.4780,3631,4215,77,3509,3297,60,122,918,17,0,3,1,1,2,0,5510,7146,119,4988,5209,79,522,1937,40,0,5,2,1,5,0,7532,9917,156,6732,8366,118,800,1551,38,0,5,2,1,6,0,9350,12667,185,8024,9989,139,1326,2678,46,0,8,3,1,7,1
LOLTMNT01_323370,complete,,ROL,2026,Winter,0,2026-01-20 19:02:49,2,16.01,3,Blue,mid,Wolorz,oe:player:5657e08aa206a6122f8d38e1676bdc5,Frites Esports Club,oe:team:212dd2998c5f8775a2a8c77be62c049,1,Ryze,Bel'Veth,Zed,Malphite,Ezreal,Corki,,,,,,1908,1,8,0,7,30,16,1,0,0,0,0,0,0,0,0.9434,1.4465,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,19173,602.9245,0.188336,485.3145,362.4528,8218,14,0.4403,7,0.2201,2,33,1.0377,16626,12458,391.7610,0.243949,14050,,,348,319,29,,,10.9434,3537,4871,91,3826,4997,86,-289,-126,5,0,2,0,1,0,0,5533,7973,150,5685,7808,141,-152,165,9,0,2,0,1,2,0,8038,10979,206,7089,9825,180,949,1154,26,1,3,0,1,3,0,11319,16184,265,9087,12256,218,2232,3928,47,3,5,0,2,4,1
LOLTMNT01_323370,complete,,ROL,2026,Winter,0,2026-01-20 19:02:49,2,16.01,4,Blue,bot,FlickeR,oe:player:388f53a1853c83dd27e09b4d8f80e3c,Frites Esports Club,oe:team:212dd2998c5f8775a2a8c77be62c049,1,Aphelios,Bel'Veth,Zed,Malphite,Ezreal,Corki,,,,,,1908,1,10,4,9,30,16,1,1,0,0,1,1,0,0,0.9434,1.4465,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,35619,1120.0943,0.349885,436.7296,302.8931,13467,12,0.3774,9,0.2830,1,42,1.3208,18388,14220,447.1698,0.278452,15075,,,311,269,42,,,9.7799,4097,3211,80,3861,3958,76,236,-747,4,2,2,2,2,2,2,7090,5774,131,7056,5569,109,34,205,22,4,3,2,5,2,4,9284,8058,189,10429,8557,167,-1145,-499,22,4,3,3,7,2,5,11578,11377,239,13069,10324,214,-1491,1053,25,4,6,3,8,3,6
LOLTMNT01_323370,complete,,ROL,2026,Winter,0,2026-01-20 19:02:49,2,16.01,5,Blue,sup,Seal,oe:player:807b957f35713431f56182cb25af089,Frites Esports Club,oe:team:212dd2998c5f8775a2a8c77be62c049,1,Thresh,Bel'Veth,Zed,Malphite,Ezreal,Corki,,,,,,1908,1,4,5,15,30,16,0,0,0,0,1,0,1,0,0.9434,1.4465,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,0,0,7027,220.9748,0.0690261,527.0126,560.1887,1282,64,2.0126,6,0.1887,13,109,3.4277,10397,6229,195.8805,0.121975,9265,,,38,34,4,,,1.1950,3050,2953,21,2288,1899,8,762,1054,13,2,2,1,0,3,2,4512,4296,31,3652,3843,19,860,453,12,2,4,3,0,6,3,6076,5895,34,5063,5414,22,1013,481,12,3,5,3,0,9,4,7321,7920,38,6284,6831,23,1037,1089,15,3,6,4,0,11,5
LOLTMNT01_323370,complete,,ROL,2026,Winter,0,2026-01-20 19:02:49,2,16.01,6,Red,top,Smart,oe:player:acd381e68b92357896c0856efebb366,ZennIT,oe:team:79fc65ce199f2e4fe97e277bdef6695,0,Aatrox,Rumble,Orianna,Jayce,Draven,Neeko,,,,,,1908,0,2,6,4,16,30,0,0,0,0,0,0,0,0,0.5031,1.4465,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,15016,472.2013,0.197946,1049.1195,832.9560,7014,11,0.3459,4,0.1258,2,30,0.9434,11185,7017,220.6604,0.191915,10125,,,243,243,0,,,7.6415,3091,5007,79,3876,5301,90,-785,-294,-11,0,0,1,1,0,0,4399,7582,117,6648,9593,145,-2249,-2011,-28,0,0,3,4,0,0,7006,11065,159,8583,12040,186,-1577,-975,-27,1,1,3,4,2,2,8991,14422,218,10658,15047,213,-1667,-625,5,1,2,3,6,2,2
LOLTMNT01_323370,complete,,ROL,2026,Winter,0,2026-01-20 19:02:49,2,16.01,7,Red,jng,Hatred,oe:player:662e402075e397e4afaea9c752cec96,ZennIT,oe:team:79fc65ce199f2e4fe97e277bdef6695,0,Wukong,Rumble,Orianna,Jayce,Draven,Neeko,,,,,,1908,0,1,3,7,16,30,0,0,0,0,0,0,0,0,0.5031,1.4465,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,0,0,8159,256.5723,0.107555,792.9245,542.2013,1207,9,0.2830,11,0.3459,4,46,1.4465,10014,5846,183.8365,0.159889,9533,,,178,20,158,,,5.5975,3509,3297,60,3631,4215,77,-122,-918,-17,1,2,0,0,3,1,4988,5209,79,5510,7146,119,-522,-1937,-40,1,5,0,0,5,2,6732,8366,118,7532,9917,156,-800,-1551,-38,1,6,0,0,5,2,8024,9989,139,9350,12667,185,-1326,-2678,-46,1,7,1,0,8,3
LOLTMNT01_323370,complete,,ROL,2026,Winter,0,2026-01-20 19:02:49,2,16.01,8,Red,mid,Dolis,oe:player:e2f9edd5426e9ad64536d3086ffacb6,ZennIT,oe:team:79fc65ce199f2e4fe97e277bdef6695,0,Syndra,Rumble,Orianna,Jayce,Draven,Neeko,,,,,,1908,0,3,4,6,16,30,0,0,0,0,0,0,0,0,0.5031,1.4465,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,15985,502.6730,0.21072,540.5346,209.3082,2191,18,0.5660,4,0.1258,9,45,1.4151,11716,7548,237.3585,0.206438,11850,,,262,260,2,,,8.2390,3826,4997,86,3537,4871,91,289,126,-5,1,0,0,0,2,0,5685,7808,141,5533,7973,150,152,-165,-9,1,2,0,0,2,0,7089,9825,180,8038,10979,206,-949,-1154,-26,1,3,0,1,3,0,9087,12256,218,11319,16184,265,-2232,-3928,-47,2,4,1,3,5,0
LOLTMNT01_323370,complete,,ROL,2026,Winter,0,2026-01-20 19:02:49,2,16.01,9,Red,bot,Jamie,oe:player:282a82702dfe9e5d21a45e7753cb925,ZennIT,oe:team:79fc65ce199f2e4fe97e277bdef6695,0,Tristana,Rumble,Orianna,Jayce,Draven,Neeko,,,,,,1908,0,10,10,5,16,30,1,0,0,0,0,0,0,1,0.5031,1.4465,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,31095,977.8302,0.409905,738.6792,350.2830,5104,10,0.3145,7,0.2201,1,30,0.9434,16711,12543,394.4340,0.34305,15675,,,261,253,8,,,8.2075,3861,3958,76,4097,3211,80,-236,747,-4,2,2,2,2,2,2,7056,5569,109,7090,5774,131,-34,-205,-22,5,2,4,4,3,2,10429,8557,167,9284,8058,189,1145,499,-22,7,2,5,4,3,3,13069,10324,214,11578,11377,239,1491,-1053,-25,8,3,6,4,6,3
LOLTMNT01_323370,complete,,ROL,2026,Winter,0,2026-01-20 19:02:49,2,16.01,10,Red,sup,Sïgma,oe:player:391d9fced43f3669f7028189f1b7550,ZennIT,oe:team:79fc65ce199f2e4fe97e277bdef6695,0,Leona,Rumble,Orianna,Jayce,Draven,Neeko,,,,,,1908,0,0,7,13,16,30,0,0,0,0,0,0,0,0,0.5031,1.4465,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,0,0,5604,176.2264,0.0738739,733.6792,680.9119,0,44,1.3836,12,0.3774,12,105,3.3019,7777,3609,113.4906,0.0987075,7150,,,26,26,0,,,0.8176,2288,1899,8,3050,2953,21,-762,-1054,-13,0,3,2,2,2,1,3652,3843,19,4512,4296,31,-860,-453,-12,0,6,3,2,4,3,5063,5414,22,6076,5895,34,-1013,-481,-12,0,9,4,3,5,3,6284,6831,23,7321,7920,38,-1037,-1089,-15,0,11,5,3,6,4
